"engine","province","sex","year","age","population_count","population_count_pohem","all_count","relative_difference"
"CANSIM","Quebec","Male",2003,"[50,55[",268877,268877,0,0
"CANSIM","Quebec","Male",2003,"[55,60[",234127,234127,0,0
"CANSIM","Quebec","Male",2003,"[60,65[",178521,178521,0,0
"CANSIM","Quebec","Male",2003,"[65,70[",136426,136426,0,0
"CANSIM","Quebec","Male",2003,"[70,75[",118685,118685,0,0
"CANSIM","Quebec","Male",2003,"[75,80[",85226,85226,0,0
"CANSIM","Quebec","Male",2003,"[80,85[",48551,48551,0,0
"CANSIM","Quebec","Male",2003,"[85,90[",19963,19963,0,0
"CANSIM","Quebec","Male",2003,"[90,95[",6059,6059,0,0
"CANSIM","Quebec","Male",2003,"[95,100[",1071,1071,0,0
"CANSIM","Quebec","Male",2003,"[100,max[",97,97,0,0
"CANSIM","Quebec","Female",2003,"All",3787821,3787821,1,0
"CANSIM","Quebec","Female",2003,"[0,5[",180202,180202,0,0
"CANSIM","Quebec","Female",2003,"[5,10[",212377,212377,0,0
"CANSIM","Quebec","Female",2003,"[10,15[",237706,237706,0,0
"CANSIM","Quebec","Female",2003,"[15,20[",223081,223081,0,0
"CANSIM","Quebec","Female",2003,"[20,25[",250097,250097,0,0
"CANSIM","Quebec","Female",2003,"[25,30[",241494,241494,0,0
"CANSIM","Quebec","Female",2003,"[30,35[",237613,237613,0,0
"CANSIM","Quebec","Female",2003,"[35,40[",283360,283360,0,0
"CANSIM","Quebec","Female",2003,"[40,45[",324401,324401,0,0
"CANSIM","Quebec","Female",2003,"[45,50[",312681,312681,0,0
"CANSIM","Quebec","Female",2003,"[50,55[",275606,275606,0,0
"CANSIM","Quebec","Female",2003,"[55,60[",242584,242584,0,0
"CANSIM","Quebec","Female",2003,"[60,65[",187734,187734,0,0
"CANSIM","Quebec","Female",2003,"[65,70[",152393,152393,0,0
"CANSIM","Quebec","Female",2003,"[70,75[",144965,144965,0,0
"CANSIM","Quebec","Female",2003,"[75,80[",121558,121558,0,0
"CANSIM","Quebec","Female",2003,"[80,85[",86471,86471,0,0
"CANSIM","Quebec","Female",2003,"[85,90[",47698,47698,0,0
"CANSIM","Quebec","Female",2003,"[90,95[",20099,20099,0,0
"CANSIM","Quebec","Female",2003,"[95,100[",4942,4942,0,0
"CANSIM","Quebec","Female",2003,"[100,max[",759,759,0,0
"CANSIM","Ontario","All",2003,"All",12245039,12245039,2,0
"CANSIM","Ontario","All",2003,"[0,5[",680378,680378,1,0
"CANSIM","Ontario","All",2003,"[5,10[",781985,781985,1,0
"CANSIM","Ontario","All",2003,"[10,15[",836776,836776,1,0
"CANSIM","Ontario","All",2003,"[15,20[",829400,829400,1,0
"CANSIM","Ontario","All",2003,"[20,25[",823926,823926,1,0
"CANSIM","Ontario","All",2003,"[25,30[",812838,812838,1,0
"CANSIM","Ontario","All",2003,"[30,35[",894928,894928,1,0
"CANSIM","Ontario","All",2003,"[35,40[",1005229,1005229,1,0
"CANSIM","Ontario","All",2003,"[40,45[",1060979,1060979,1,0
"CANSIM","Ontario","All",2003,"[45,50[",943414,943414,1,0
"CANSIM","Ontario","All",2003,"[50,55[",810844,810844,1,0
"CANSIM","Ontario","All",2003,"[55,60[",689169,689169,1,0
"CANSIM","Ontario","All",2003,"[60,65[",524872,524872,1,0
"CANSIM","Ontario","All",2003,"[65,70[",440391,440391,1,0
"CANSIM","Ontario","All",2003,"[70,75[",399343,399343,1,0
"CANSIM","Ontario","All",2003,"[75,80[",327646,327646,1,0
"CANSIM","Ontario","All",2003,"[80,85[",222106,222106,1,0
"CANSIM","Ontario","All",2003,"[85,90[",107208,107208,1,0
"CANSIM","Ontario","All",2003,"[90,95[",42118,42118,1,0
"CANSIM","Ontario","All",2003,"[95,100[",10034,10034,1,0
"CANSIM","Ontario","All",2003,"[100,max[",1455,1455,1,0
"CANSIM","Ontario","Male",2003,"All",6051029,6051029,1,0
"CANSIM","Ontario","Male",2003,"[0,5[",347660,347660,0,0
"CANSIM","Ontario","Male",2003,"[5,10[",398859,398859,0,0
"CANSIM","Ontario","Male",2003,"[10,15[",428028,428028,0,0
"CANSIM","Ontario","Male",2003,"[15,20[",426408,426408,0,0
"CANSIM","Ontario","Male",2003,"[20,25[",419791,419791,0,0
"CANSIM","Ontario","Male",2003,"[25,30[",407389,407389,0,0
"CANSIM","Ontario","Male",2003,"[30,35[",449605,449605,0,0
"CANSIM","Ontario","Male",2003,"[35,40[",505174,505174,0,0
"CANSIM","Ontario","Male",2003,"[40,45[",533863,533863,0,0
"CANSIM","Ontario","Male",2003,"[45,50[",468172,468172,0,0
"CANSIM","Ontario","Male",2003,"[50,55[",399754,399754,0,0
"CANSIM","Ontario","Male",2003,"[55,60[",340738,340738,0,0
"CANSIM","Ontario","Male",2003,"[60,65[",255724,255724,0,0
"CANSIM","Ontario","Male",2003,"[65,70[",210360,210360,0,0
"CANSIM","Ontario","Male",2003,"[70,75[",185937,185937,0,0
"CANSIM","Ontario","Male",2003,"[75,80[",139935,139935,0,0
"CANSIM","Ontario","Male",2003,"[80,85[",85018,85018,0,0
"CANSIM","Ontario","Male",2003,"[85,90[",35318,35318,0,0
"CANSIM","Ontario","Male",2003,"[90,95[",11147,11147,0,0
"CANSIM","Ontario","Male",2003,"[95,100[",1963,1963,0,0
"CANSIM","Ontario","Male",2003,"[100,max[",186,186,0,0
"CANSIM","Ontario","Female",2003,"All",6194010,6194010,1,0
"CANSIM","Ontario","Female",2003,"[0,5[",332718,332718,0,0
"CANSIM","Ontario","Female",2003,"[5,10[",383126,383126,0,0
"CANSIM","Ontario","Female",2003,"[10,15[",408748,408748,0,0
"CANSIM","Ontario","Female",2003,"[15,20[",402992,402992,0,0
"CANSIM","Ontario","Female",2003,"[20,25[",404135,404135,0,0
"CANSIM","Ontario","Female",2003,"[25,30[",405449,405449,0,0
"CANSIM","Ontario","Female",2003,"[30,35[",445323,445323,0,0
"CANSIM","Ontario","Female",2003,"[35,40[",500055,500055,0,0
"CANSIM","Ontario","Female",2003,"[40,45[",527116,527116,0,0
"CANSIM","Ontario","Female",2003,"[45,50[",475242,475242,0,0
"CANSIM","Ontario","Female",2003,"[50,55[",411090,411090,0,0
"CANSIM","Ontario","Female",2003,"[55,60[",348431,348431,0,0
"CANSIM","Ontario","Female",2003,"[60,65[",269148,269148,0,0
"CANSIM","Ontario","Female",2003,"[65,70[",230031,230031,0,0
"CANSIM","Ontario","Female",2003,"[70,75[",213406,213406,0,0
"CANSIM","Ontario","Female",2003,"[75,80[",187711,187711,0,0
"CANSIM","Ontario","Female",2003,"[80,85[",137088,137088,0,0
"CANSIM","Ontario","Female",2003,"[85,90[",71890,71890,0,0
"CANSIM","Ontario","Female",2003,"[90,95[",30971,30971,0,0
"CANSIM","Ontario","Female",2003,"[95,100[",8071,8071,0,0
"CANSIM","Ontario","Female",2003,"[100,max[",1269,1269,0,0
"CANSIM","Manitoba","All",2003,"All",1163596,1163596,2,0
"CANSIM","Manitoba","All",2003,"[0,5[",70806,70806,1,0
"CANSIM","Manitoba","All",2003,"[5,10[",79235,79235,1,0
"CANSIM","Manitoba","All",2003,"[10,15[",85139,85139,1,0
"CANSIM","Manitoba","All",2003,"[15,20[",83619,83619,1,0
"CANSIM","Manitoba","All",2003,"[20,25[",79991,79991,1,0
"CANSIM","Manitoba","All",2003,"[25,30[",75895,75895,1,0
"CANSIM","Manitoba","All",2003,"[30,35[",76652,76652,1,0
"CANSIM","Manitoba","All",2003,"[35,40[",83608,83608,1,0
"CANSIM","Manitoba","All",2003,"[40,45[",93946,93946,1,0
"CANSIM","Manitoba","All",2003,"[45,50[",87754,87754,1,0
"CANSIM","Manitoba","All",2003,"[50,55[",76189,76189,1,0
"CANSIM","Manitoba","All",2003,"[55,60[",64249,64249,1,0
"CANSIM","Manitoba","All",2003,"[60,65[",48157,48157,1,0
"CANSIM","Manitoba","All",2003,"[65,70[",40210,40210,1,0
"CANSIM","Manitoba","All",2003,"[70,75[",37819,37819,1,0
"CANSIM","Manitoba","All",2003,"[75,80[",33161,33161,1,0
"CANSIM","Manitoba","All",2003,"[80,85[",25300,25300,1,0
"CANSIM","Manitoba","All",2003,"[85,90[",14216,14216,1,0
"CANSIM","Manitoba","All",2003,"[90,95[",5939,5939,1,0
"CANSIM","Manitoba","All",2003,"[95,100[",1489,1489,1,0
"CANSIM","Manitoba","All",2003,"[100,max[",222,222,1,0
"CANSIM","Manitoba","Male",2003,"All",577394,577394,1,0
"CANSIM","Manitoba","Male",2003,"[0,5[",36358,36358,0,0
"CANSIM","Manitoba","Male",2003,"[5,10[",40660,40660,0,0
"CANSIM","Manitoba","Male",2003,"[10,15[",43381,43381,0,0
"CANSIM","Manitoba","Male",2003,"[15,20[",42924,42924,0,0
"CANSIM","Manitoba","Male",2003,"[20,25[",41071,41071,0,0
"CANSIM","Manitoba","Male",2003,"[25,30[",38842,38842,0,0
"CANSIM","Manitoba","Male",2003,"[30,35[",39047,39047,0,0
"CANSIM","Manitoba","Male",2003,"[35,40[",42494,42494,0,0
"CANSIM","Manitoba","Male",2003,"[40,45[",47908,47908,0,0
"CANSIM","Manitoba","Male",2003,"[45,50[",44259,44259,0,0
"CANSIM","Manitoba","Male",2003,"[50,55[",37799,37799,0,0
"CANSIM","Manitoba","Male",2003,"[55,60[",32082,32082,0,0
"CANSIM","Manitoba","Male",2003,"[60,65[",23541,23541,0,0
"CANSIM","Manitoba","Male",2003,"[65,70[",19310,19310,0,0
"CANSIM","Manitoba","Male",2003,"[70,75[",17439,17439,0,0
"CANSIM","Manitoba","Male",2003,"[75,80[",14078,14078,0,0
"CANSIM","Manitoba","Male",2003,"[80,85[",9552,9552,0,0
"CANSIM","Manitoba","Male",2003,"[85,90[",4685,4685,0,0
"CANSIM","Manitoba","Male",2003,"[90,95[",1617,1617,0,0
"CANSIM","Manitoba","Male",2003,"[95,100[",301,301,0,0
"CANSIM","Manitoba","Male",2003,"[100,max[",46,46,0,0
"CANSIM","Manitoba","Female",2003,"All",586202,586202,1,0
"CANSIM","Manitoba","Female",2003,"[0,5[",34448,34448,0,0
"CANSIM","Manitoba","Female",2003,"[5,10[",38575,38575,0,0
"CANSIM","Manitoba","Female",2003,"[10,15[",41758,41758,0,0
"CANSIM","Manitoba","Female",2003,"[15,20[",40695,40695,0,0
"CANSIM","Manitoba","Female",2003,"[20,25[",38920,38920,0,0
"CANSIM","Manitoba","Female",2003,"[25,30[",37053,37053,0,0
"CANSIM","Manitoba","Female",2003,"[30,35[",37605,37605,0,0
"CANSIM","Manitoba","Female",2003,"[35,40[",41114,41114,0,0
"CANSIM","Manitoba","Female",2003,"[40,45[",46038,46038,0,0
"CANSIM","Manitoba","Female",2003,"[45,50[",43495,43495,0,0
"CANSIM","Manitoba","Female",2003,"[50,55[",38390,38390,0,0
"CANSIM","Manitoba","Female",2003,"[55,60[",32167,32167,0,0
"CANSIM","Manitoba","Female",2003,"[60,65[",24616,24616,0,0
"CANSIM","Manitoba","Female",2003,"[65,70[",20900,20900,0,0
"CANSIM","Manitoba","Female",2003,"[70,75[",20380,20380,0,0
"CANSIM","Manitoba","Female",2003,"[75,80[",19083,19083,0,0
"CANSIM","Manitoba","Female",2003,"[80,85[",15748,15748,0,0
"CANSIM","Manitoba","Female",2003,"[85,90[",9531,9531,0,0
"CANSIM","Manitoba","Female",2003,"[90,95[",4322,4322,0,0
"CANSIM","Manitoba","Female",2003,"[95,100[",1188,1188,0,0
"CANSIM","Manitoba","Female",2003,"[100,max[",176,176,0,0
"CANSIM","Saskatchewan","All",2003,"All",996386,996386,2,0
"CANSIM","Saskatchewan","All",2003,"[0,5[",60354,60354,1,0
"CANSIM","Saskatchewan","All",2003,"[5,10[",66132,66132,1,0
"CANSIM","Saskatchewan","All",2003,"[10,15[",75886,75886,1,0
"CANSIM","Saskatchewan","All",2003,"[15,20[",78185,78185,1,0
"CANSIM","Saskatchewan","All",2003,"[20,25[",72263,72263,1,0
"CANSIM","Saskatchewan","All",2003,"[25,30[",61585,61585,1,0
"CANSIM","Saskatchewan","All",2003,"[30,35[",58983,58983,1,0
"CANSIM","Saskatchewan","All",2003,"[35,40[",66372,66372,1,0
"CANSIM","Saskatchewan","All",2003,"[40,45[",78093,78093,1,0
"CANSIM","Saskatchewan","All",2003,"[45,50[",75769,75769,1,0
"CANSIM","Saskatchewan","All",2003,"[50,55[",62909,62909,1,0
"CANSIM","Saskatchewan","All",2003,"[55,60[",50960,50960,1,0
"CANSIM","Saskatchewan","All",2003,"[60,65[",40885,40885,1,0
"CANSIM","Saskatchewan","All",2003,"[65,70[",36481,36481,1,0
"CANSIM","Saskatchewan","All",2003,"[70,75[",34965,34965,1,0
"CANSIM","Saskatchewan","All",2003,"[75,80[",30780,30780,1,0
"CANSIM","Saskatchewan","All",2003,"[80,85[",23611,23611,1,0
"CANSIM","Saskatchewan","All",2003,"[85,90[",14421,14421,1,0
"CANSIM","Saskatchewan","All",2003,"[90,95[",6126,6126,1,0
"CANSIM","Saskatchewan","All",2003,"[95,100[",1447,1447,1,0
"CANSIM","Saskatchewan","All",2003,"[100,max[",179,179,1,0
"CANSIM","Saskatchewan","Male",2003,"All",494701,494701,1,0
"CANSIM","Saskatchewan","Male",2003,"[0,5[",30974,30974,0,0
"CANSIM","Saskatchewan","Male",2003,"[5,10[",33941,33941,0,0
"CANSIM","Saskatchewan","Male",2003,"[10,15[",38974,38974,0,0
"CANSIM","Saskatchewan","Male",2003,"[15,20[",40284,40284,0,0
"CANSIM","Saskatchewan","Male",2003,"[20,25[",37079,37079,0,0
"CANSIM","Saskatchewan","Male",2003,"[25,30[",31347,31347,0,0
"CANSIM","Saskatchewan","Male",2003,"[30,35[",29640,29640,0,0
"CANSIM","Saskatchewan","Male",2003,"[35,40[",33178,33178,0,0
"CANSIM","Saskatchewan","Male",2003,"[40,45[",39158,39158,0,0
"CANSIM","Saskatchewan","Male",2003,"[45,50[",38128,38128,0,0
"CANSIM","Saskatchewan","Male",2003,"[50,55[",31938,31938,0,0
"CANSIM","Saskatchewan","Male",2003,"[55,60[",25647,25647,0,0
"CANSIM","Saskatchewan","Male",2003,"[60,65[",20151,20151,0,0
"CANSIM","Saskatchewan","Male",2003,"[65,70[",17592,17592,0,0
"CANSIM","Saskatchewan","Male",2003,"[70,75[",16489,16489,0,0
"CANSIM","Saskatchewan","Male",2003,"[75,80[",13631,13631,0,0
"CANSIM","Saskatchewan","Male",2003,"[80,85[",9285,9285,0,0
"CANSIM","Saskatchewan","Male",2003,"[85,90[",4995,4995,0,0
"CANSIM","Saskatchewan","Male",2003,"[90,95[",1838,1838,0,0
"CANSIM","Saskatchewan","Male",2003,"[95,100[",387,387,0,0
"CANSIM","Saskatchewan","Male",2003,"[100,max[",45,45,0,0
"CANSIM","Saskatchewan","Female",2003,"All",501685,501685,1,0
"CANSIM","Saskatchewan","Female",2003,"[0,5[",29380,29380,0,0
"CANSIM","Saskatchewan","Female",2003,"[5,10[",32191,32191,0,0
"CANSIM","Saskatchewan","Female",2003,"[10,15[",36912,36912,0,0
"CANSIM","Saskatchewan","Female",2003,"[15,20[",37901,37901,0,0
"CANSIM","Saskatchewan","Female",2003,"[20,25[",35184,35184,0,0
"CANSIM","Saskatchewan","Female",2003,"[25,30[",30238,30238,0,0
"CANSIM","Saskatchewan","Female",2003,"[30,35[",29343,29343,0,0
"CANSIM","Saskatchewan","Female",2003,"[35,40[",33194,33194,0,0
"CANSIM","Saskatchewan","Female",2003,"[40,45[",38935,38935,0,0
"CANSIM","Saskatchewan","Female",2003,"[45,50[",37641,37641,0,0
"CANSIM","Saskatchewan","Female",2003,"[50,55[",30971,30971,0,0
"CANSIM","Saskatchewan","Female",2003,"[55,60[",25313,25313,0,0
"CANSIM","Saskatchewan","Female",2003,"[60,65[",20734,20734,0,0
"CANSIM","Saskatchewan","Female",2003,"[65,70[",18889,18889,0,0
"CANSIM","Saskatchewan","Female",2003,"[70,75[",18476,18476,0,0
"CANSIM","Saskatchewan","Female",2003,"[75,80[",17149,17149,0,0
"CANSIM","Saskatchewan","Female",2003,"[80,85[",14326,14326,0,0
"CANSIM","Saskatchewan","Female",2003,"[85,90[",9426,9426,0,0
"CANSIM","Saskatchewan","Female",2003,"[90,95[",4288,4288,0,0
"CANSIM","Saskatchewan","Female",2003,"[95,100[",1060,1060,0,0
"CANSIM","Saskatchewan","Female",2003,"[100,max[",134,134,0,0
"CANSIM","Alberta","All",2003,"All",3183065,3183065,2,0
"CANSIM","Alberta","All",2003,"[0,5[",193926,193926,1,0
"CANSIM","Alberta","All",2003,"[5,10[",208169,208169,1,0
"CANSIM","Alberta","All",2003,"[10,15[",228804,228804,1,0
"CANSIM","Alberta","All",2003,"[15,20[",235439,235439,1,0
"CANSIM","Alberta","All",2003,"[20,25[",243021,243021,1,0
"CANSIM","Alberta","All",2003,"[25,30[",238825,238825,1,0
"CANSIM","Alberta","All",2003,"[30,35[",237856,237856,1,0
"CANSIM","Alberta","All",2003,"[35,40[",249416,249416,1,0
"CANSIM","Alberta","All",2003,"[40,45[",280342,280342,1,0
"CANSIM","Alberta","All",2003,"[45,50[",258867,258867,1,0
"CANSIM","Alberta","All",2003,"[50,55[",204290,204290,1,0
"CANSIM","Alberta","All",2003,"[55,60[",160638,160638,1,0
"CANSIM","Alberta","All",2003,"[60,65[",116795,116795,1,0
"CANSIM","Alberta","All",2003,"[65,70[",95393,95393,1,0
"CANSIM","Alberta","All",2003,"[70,75[",84327,84327,1,0
"CANSIM","Alberta","All",2003,"[75,80[",65434,65434,1,0
"CANSIM","Alberta","All",2003,"[80,85[",45821,45821,1,0
"CANSIM","Alberta","All",2003,"[85,90[",23873,23873,1,0
"CANSIM","Alberta","All",2003,"[90,95[",9310,9310,1,0
"CANSIM","Alberta","All",2003,"[95,100[",2227,2227,1,0
"CANSIM","Alberta","All",2003,"[100,max[",292,292,1,0
"CANSIM","Alberta","Male",2003,"All",1610537,1610537,1,0
"CANSIM","Alberta","Male",2003,"[0,5[",99545,99545,0,0
"CANSIM","Alberta","Male",2003,"[5,10[",107004,107004,0,0
"CANSIM","Alberta","Male",2003,"[10,15[",117552,117552,0,0
"CANSIM","Alberta","Male",2003,"[15,20[",122029,122029,0,0
"CANSIM","Alberta","Male",2003,"[20,25[",125907,125907,0,0
"CANSIM","Alberta","Male",2003,"[25,30[",124672,124672,0,0
"CANSIM","Alberta","Male",2003,"[30,35[",123058,123058,0,0
"CANSIM","Alberta","Male",2003,"[35,40[",127718,127718,0,0
"CANSIM","Alberta","Male",2003,"[40,45[",142582,142582,0,0
"CANSIM","Alberta","Male",2003,"[45,50[",132291,132291,0,0
"CANSIM","Alberta","Male",2003,"[50,55[",103704,103704,0,0
"CANSIM","Alberta","Male",2003,"[55,60[",80885,80885,0,0
"CANSIM","Alberta","Male",2003,"[60,65[",58343,58343,0,0
"CANSIM","Alberta","Male",2003,"[65,70[",46698,46698,0,0
"CANSIM","Alberta","Male",2003,"[70,75[",40327,40327,0,0
"CANSIM","Alberta","Male",2003,"[75,80[",29006,29006,0,0
"CANSIM","Alberta","Male",2003,"[80,85[",18005,18005,0,0
"CANSIM","Alberta","Male",2003,"[85,90[",8061,8061,0,0
"CANSIM","Alberta","Male",2003,"[90,95[",2605,2605,0,0
"CANSIM","Alberta","Male",2003,"[95,100[",502,502,0,0
"CANSIM","Alberta","Male",2003,"[100,max[",43,43,0,0
"CANSIM","Alberta","Female",2003,"All",1572528,1572528,1,0
"CANSIM","Alberta","Female",2003,"[0,5[",94381,94381,0,0
"CANSIM","Alberta","Female",2003,"[5,10[",101165,101165,0,0
"CANSIM","Alberta","Female",2003,"[10,15[",111252,111252,0,0
"CANSIM","Alberta","Female",2003,"[15,20[",113410,113410,0,0
"CANSIM","Alberta","Female",2003,"[20,25[",117114,117114,0,0
"CANSIM","Alberta","Female",2003,"[25,30[",114153,114153,0,0
"CANSIM","Alberta","Female",2003,"[30,35[",114798,114798,0,0
"CANSIM","Alberta","Female",2003,"[35,40[",121698,121698,0,0
"CANSIM","Alberta","Female",2003,"[40,45[",137760,137760,0,0
"CANSIM","Alberta","Female",2003,"[45,50[",126576,126576,0,0
"CANSIM","Alberta","Female",2003,"[50,55[",100586,100586,0,0
"CANSIM","Alberta","Female",2003,"[55,60[",79753,79753,0,0
"CANSIM","Alberta","Female",2003,"[60,65[",58452,58452,0,0
"CANSIM","Alberta","Female",2003,"[65,70[",48695,48695,0,0
"CANSIM","Alberta","Female",2003,"[70,75[",44000,44000,0,0
"CANSIM","Alberta","Female",2003,"[75,80[",36428,36428,0,0
"CANSIM","Alberta","Female",2003,"[80,85[",27816,27816,0,0
"CANSIM","Alberta","Female",2003,"[85,90[",15812,15812,0,0
"CANSIM","Alberta","Female",2003,"[90,95[",6705,6705,0,0
"CANSIM","Alberta","Female",2003,"[95,100[",1725,1725,0,0
"CANSIM","Alberta","Female",2003,"[100,max[",249,249,0,0
"CANSIM","British Columbia","All",2003,"All",4124482,4124482,2,0
"CANSIM","British Columbia","All",2003,"[0,5[",206451,206451,1,0
"CANSIM","British Columbia","All",2003,"[5,10[",236394,236394,1,0
"CANSIM","British Columbia","All",2003,"[10,15[",263746,263746,1,0
"CANSIM","British Columbia","All",2003,"[15,20[",276967,276967,1,0
"CANSIM","British Columbia","All",2003,"[20,25[",281212,281212,1,0
"CANSIM","British Columbia","All",2003,"[25,30[",262073,262073,1,0
"CANSIM","British Columbia","All",2003,"[30,35[",292475,292475,1,0
"CANSIM","British Columbia","All",2003,"[35,40[",318012,318012,1,0
"CANSIM","British Columbia","All",2003,"[40,45[",351940,351940,1,0
"CANSIM","British Columbia","All",2003,"[45,50[",336162,336162,1,0
"CANSIM","British Columbia","All",2003,"[50,55[",299642,299642,1,0
"CANSIM","British Columbia","All",2003,"[55,60[",249947,249947,1,0
"CANSIM","British Columbia","All",2003,"[60,65[",188886,188886,1,0
"CANSIM","British Columbia","All",2003,"[65,70[",155680,155680,1,0
"CANSIM","British Columbia","All",2003,"[70,75[",141120,141120,1,0
"CANSIM","British Columbia","All",2003,"[75,80[",114771,114771,1,0
"CANSIM","British Columbia","All",2003,"[80,85[",83900,83900,1,0
"CANSIM","British Columbia","All",2003,"[85,90[",43547,43547,1,0
"CANSIM","British Columbia","All",2003,"[90,95[",17128,17128,1,0
"CANSIM","British Columbia","All",2003,"[95,100[",3902,3902,1,0
"CANSIM","British Columbia","All",2003,"[100,max[",527,527,1,0
"CANSIM","British Columbia","Male",2003,"All",2044579,2044579,1,0
"CANSIM","British Columbia","Male",2003,"[0,5[",106136,106136,0,0
"CANSIM","British Columbia","Male",2003,"[5,10[",121612,121612,0,0
"CANSIM","British Columbia","Male",2003,"[10,15[",136028,136028,0,0
"CANSIM","British Columbia","Male",2003,"[15,20[",143280,143280,0,0
"CANSIM","British Columbia","Male",2003,"[20,25[",142978,142978,0,0
"CANSIM","British Columbia","Male",2003,"[25,30[",131297,131297,0,0
"CANSIM","British Columbia","Male",2003,"[30,35[",145696,145696,0,0
"CANSIM","British Columbia","Male",2003,"[35,40[",158113,158113,0,0
"CANSIM","British Columbia","Male",2003,"[40,45[",174389,174389,0,0
"CANSIM","British Columbia","Male",2003,"[45,50[",165627,165627,0,0
"CANSIM","British Columbia","Male",2003,"[50,55[",149198,149198,0,0
"CANSIM","British Columbia","Male",2003,"[55,60[",124884,124884,0,0
"CANSIM","British Columbia","Male",2003,"[60,65[",93831,93831,0,0
"CANSIM","British Columbia","Male",2003,"[65,70[",76882,76882,0,0
"CANSIM","British Columbia","Male",2003,"[70,75[",68684,68684,0,0
"CANSIM","British Columbia","Male",2003,"[75,80[",51108,51108,0,0
"CANSIM","British Columbia","Male",2003,"[80,85[",33559,33559,0,0
"CANSIM","British Columbia","Male",2003,"[85,90[",15213,15213,0,0
"CANSIM","British Columbia","Male",2003,"[90,95[",5022,5022,0,0
"CANSIM","British Columbia","Male",2003,"[95,100[",955,955,0,0
"CANSIM","British Columbia","Male",2003,"[100,max[",87,87,0,0
"CANSIM","British Columbia","Female",2003,"All",2079903,2079903,1,0
"CANSIM","British Columbia","Female",2003,"[0,5[",100315,100315,0,0
"CANSIM","British Columbia","Female",2003,"[5,10[",114782,114782,0,0
"CANSIM","British Columbia","Female",2003,"[10,15[",127718,127718,0,0
"CANSIM","British Columbia","Female",2003,"[15,20[",133687,133687,0,0
"CANSIM","British Columbia","Female",2003,"[20,25[",138234,138234,0,0
"CANSIM","British Columbia","Female",2003,"[25,30[",130776,130776,0,0
"CANSIM","British Columbia","Female",2003,"[30,35[",146779,146779,0,0
"CANSIM","British Columbia","Female",2003,"[35,40[",159899,159899,0,0
"CANSIM","British Columbia","Female",2003,"[40,45[",177551,177551,0,0
"CANSIM","British Columbia","Female",2003,"[45,50[",170535,170535,0,0
"CANSIM","British Columbia","Female",2003,"[50,55[",150444,150444,0,0
"CANSIM","British Columbia","Female",2003,"[55,60[",125063,125063,0,0
"CANSIM","British Columbia","Female",2003,"[60,65[",95055,95055,0,0
"CANSIM","British Columbia","Female",2003,"[65,70[",78798,78798,0,0
"CANSIM","British Columbia","Female",2003,"[70,75[",72436,72436,0,0
"CANSIM","British Columbia","Female",2003,"[75,80[",63663,63663,0,0
"CANSIM","British Columbia","Female",2003,"[80,85[",50341,50341,0,0
"CANSIM","British Columbia","Female",2003,"[85,90[",28334,28334,0,0
"CANSIM","British Columbia","Female",2003,"[90,95[",12106,12106,0,0
"CANSIM","British Columbia","Female",2003,"[95,100[",2947,2947,0,0
"CANSIM","British Columbia","Female",2003,"[100,max[",440,440,0,0
"CANSIM","All","All",2004,"All",31940655,31836037,3,-0.327538680718977
"CANSIM","All","All",2004,"[0,5[",1705030,1696429,2,-0.504448602077383
"CANSIM","All","All",2004,"[5,10[",1905050,1896249,2,-0.461982625127949
"CANSIM","All","All",2004,"[10,15[",2141832,2132360,2,-0.442238233437543
"CANSIM","All","All",2004,"[15,20[",2144151,2135282,2,-0.413636912698779
"CANSIM","All","All",2004,"[20,25[",2210969,2202621,2,-0.377572005758561
"CANSIM","All","All",2004,"[25,30[",2125033,2117064,2,-0.375005941084209
"CANSIM","All","All",2004,"[30,35[",2194700,2186252,2,-0.384927324919123
"CANSIM","All","All",2004,"[35,40[",2407296,2398864,2,-0.350268517041527
"CANSIM","All","All",2004,"[40,45[",2754756,2745904,2,-0.321335174512734
"CANSIM","All","All",2004,"[45,50[",2574828,2566998,2,-0.304097982467178
"CANSIM","All","All",2004,"[50,55[",2240957,2234317,2,-0.296301981697998
"CANSIM","All","All",2004,"[55,60[",1932945,1928141,2,-0.248532679408881
"CANSIM","All","All",2004,"[60,65[",1466759,1463852,2,-0.198192068362969
"CANSIM","All","All",2004,"[65,70[",1171669,1169861,2,-0.154309792270684
"CANSIM","All","All",2004,"[70,75[",1043574,1042303,2,-0.121792992159636
"CANSIM","All","All",2004,"[75,80[",851147,850383,2,-0.0897612280839855
"CANSIM","All","All",2004,"[80,85[",610824,610346,2,-0.0782549474152947
"CANSIM","All","All",2004,"[85,90[",303334,303125,2,-0.0689009474704451
"CANSIM","All","All",2004,"[90,95[",123295,123205,2,-0.0729956608134961
"CANSIM","All","All",2004,"[95,100[",28446,28424,2,-0.0773395204949729
"CANSIM","All","All",2004,"[100,max[",4060,4057,2,-0.0738916256157636
"CANSIM","All","Male",2004,"All",15827090,15773098,2,-0.341136620819115
"CANSIM","All","Male",2004,"[0,5[",874686,870347,1,-0.496063730298644
"CANSIM","All","Male",2004,"[5,10[",975051,970595,1,-0.457001736319434
"CANSIM","All","Male",2004,"[10,15[",1096803,1091898,1,-0.44720884242658
"CANSIM","All","Male",2004,"[15,20[",1103402,1098831,1,-0.414264248206909
"CANSIM","All","Male",2004,"[20,25[",1129998,1125662,1,-0.383717493305298
