"engine","province","sex","year","age","population_count","population_count_pohem","all_count","relative_difference"
"CANSIM","Nova Scotia","Female","2006","[85,90[",8250,8250,0,0
"CANSIM","Nova Scotia","Female","2006","[90,95[",3733,3733,0,0
"CANSIM","Nova Scotia","Female","2006","[95,100[",953,953,0,0
"CANSIM","Nova Scotia","Female","2006","[100,max[",151,151,0,0
"CANSIM","New Brunswick","All","2006","All",745621,577945,2,-22.4881005229198
"CANSIM","New Brunswick","All","2006","[20,25[",48170,48170,1,0
"CANSIM","New Brunswick","All","2006","[25,30[",45814,45814,1,0
"CANSIM","New Brunswick","All","2006","[30,35[",47678,47678,1,0
"CANSIM","New Brunswick","All","2006","[35,40[",50938,50938,1,0
"CANSIM","New Brunswick","All","2006","[40,45[",61371,61371,1,0
"CANSIM","New Brunswick","All","2006","[45,50[",61768,61768,1,0
"CANSIM","New Brunswick","All","2006","[50,55[",58947,58947,1,0
"CANSIM","New Brunswick","All","2006","[55,60[",54568,54568,1,0
"CANSIM","New Brunswick","All","2006","[60,65[",40780,40780,1,0
"CANSIM","New Brunswick","All","2006","[65,70[",31468,31468,1,0
"CANSIM","New Brunswick","All","2006","[70,75[",25543,25543,1,0
"CANSIM","New Brunswick","All","2006","[75,80[",20585,20585,1,0
"CANSIM","New Brunswick","All","2006","[80,85[",16173,16173,1,0
"CANSIM","New Brunswick","All","2006","[85,90[",9299,9299,1,0
"CANSIM","New Brunswick","All","2006","[90,95[",3762,3762,1,0
"CANSIM","New Brunswick","All","2006","[95,100[",941,941,1,0
"CANSIM","New Brunswick","All","2006","[100,max[",140,140,1,0
"CANSIM","New Brunswick","Male","2006","All",366301,279994,1,-23.5617702381375
"CANSIM","New Brunswick","Male","2006","[20,25[",24607,24607,0,0
"CANSIM","New Brunswick","Male","2006","[25,30[",22904,22904,0,0
"CANSIM","New Brunswick","Male","2006","[30,35[",23438,23438,0,0
"CANSIM","New Brunswick","Male","2006","[35,40[",25318,25318,0,0
"CANSIM","New Brunswick","Male","2006","[40,45[",30505,30505,0,0
"CANSIM","New Brunswick","Male","2006","[45,50[",30372,30372,0,0
"CANSIM","New Brunswick","Male","2006","[50,55[",28870,28870,0,0
"CANSIM","New Brunswick","Male","2006","[55,60[",27083,27083,0,0
"CANSIM","New Brunswick","Male","2006","[60,65[",20302,20302,0,0
"CANSIM","New Brunswick","Male","2006","[65,70[",15404,15404,0,0
"CANSIM","New Brunswick","Male","2006","[70,75[",11844,11844,0,0
"CANSIM","New Brunswick","Male","2006","[75,80[",8824,8824,0,0
"CANSIM","New Brunswick","Male","2006","[80,85[",6269,6269,0,0
"CANSIM","New Brunswick","Male","2006","[85,90[",3020,3020,0,0
"CANSIM","New Brunswick","Male","2006","[90,95[",1044,1044,0,0
"CANSIM","New Brunswick","Male","2006","[95,100[",177,177,0,0
"CANSIM","New Brunswick","Male","2006","[100,max[",13,13,0,0
"CANSIM","New Brunswick","Female","2006","All",379320,297951,1,-21.4512812401139
"CANSIM","New Brunswick","Female","2006","[20,25[",23563,23563,0,0
"CANSIM","New Brunswick","Female","2006","[25,30[",22910,22910,0,0
"CANSIM","New Brunswick","Female","2006","[30,35[",24240,24240,0,0
"CANSIM","New Brunswick","Female","2006","[35,40[",25620,25620,0,0
"CANSIM","New Brunswick","Female","2006","[40,45[",30866,30866,0,0
"CANSIM","New Brunswick","Female","2006","[45,50[",31396,31396,0,0
"CANSIM","New Brunswick","Female","2006","[50,55[",30077,30077,0,0
"CANSIM","New Brunswick","Female","2006","[55,60[",27485,27485,0,0
"CANSIM","New Brunswick","Female","2006","[60,65[",20478,20478,0,0
"CANSIM","New Brunswick","Female","2006","[65,70[",16064,16064,0,0
"CANSIM","New Brunswick","Female","2006","[70,75[",13699,13699,0,0
"CANSIM","New Brunswick","Female","2006","[75,80[",11761,11761,0,0
"CANSIM","New Brunswick","Female","2006","[80,85[",9904,9904,0,0
"CANSIM","New Brunswick","Female","2006","[85,90[",6279,6279,0,0
"CANSIM","New Brunswick","Female","2006","[90,95[",2718,2718,0,0
"CANSIM","New Brunswick","Female","2006","[95,100[",764,764,0,0
"CANSIM","New Brunswick","Female","2006","[100,max[",127,127,0,0
"CANSIM","Quebec","All","2006","All",7631966,5903359,2,-22.6495636904043
"CANSIM","Quebec","All","2006","[20,25[",498463,498463,1,0
"CANSIM","Quebec","All","2006","[25,30[",528088,528088,1,0
"CANSIM","Quebec","All","2006","[30,35[",489665,489665,1,0
"CANSIM","Quebec","All","2006","[35,40[",518182,518182,1,0
"CANSIM","Quebec","All","2006","[40,45[",633805,633805,1,0
"CANSIM","Quebec","All","2006","[45,50[",647044,647044,1,0
"CANSIM","Quebec","All","2006","[50,55[",585160,585160,1,0
"CANSIM","Quebec","All","2006","[55,60[",516291,516291,1,0
"CANSIM","Quebec","All","2006","[60,65[",424716,424716,1,0
"CANSIM","Quebec","All","2006","[65,70[",312895,312895,1,0
"CANSIM","Quebec","All","2006","[70,75[",263084,263084,1,0
"CANSIM","Quebec","All","2006","[75,80[",217302,217302,1,0
"CANSIM","Quebec","All","2006","[80,85[",153270,153270,1,0
"CANSIM","Quebec","All","2006","[85,90[",78511,78511,1,0
"CANSIM","Quebec","All","2006","[90,95[",29056,29056,1,0
"CANSIM","Quebec","All","2006","[95,100[",6978,6978,1,0
"CANSIM","Quebec","All","2006","[100,max[",849,849,1,0
"CANSIM","Quebec","Male","2006","All",3777953,2893148,1,-23.4202225385017
"CANSIM","Quebec","Male","2006","[20,25[",255864,255864,0,0
"CANSIM","Quebec","Male","2006","[25,30[",268984,268984,0,0
"CANSIM","Quebec","Male","2006","[30,35[",251762,251762,0,0
"CANSIM","Quebec","Male","2006","[35,40[",265115,265115,0,0
"CANSIM","Quebec","Male","2006","[40,45[",322915,322915,0,0
"CANSIM","Quebec","Male","2006","[45,50[",323729,323729,0,0
"CANSIM","Quebec","Male","2006","[50,55[",289340,289340,0,0
"CANSIM","Quebec","Male","2006","[55,60[",253712,253712,0,0
"CANSIM","Quebec","Male","2006","[60,65[",206736,206736,0,0
"CANSIM","Quebec","Male","2006","[65,70[",150480,150480,0,0
"CANSIM","Quebec","Male","2006","[70,75[",121157,121157,0,0
"CANSIM","Quebec","Male","2006","[75,80[",92512,92512,0,0
"CANSIM","Quebec","Male","2006","[80,85[",58034,58034,0,0
"CANSIM","Quebec","Male","2006","[85,90[",24453,24453,0,0
"CANSIM","Quebec","Male","2006","[90,95[",6961,6961,0,0
"CANSIM","Quebec","Male","2006","[95,100[",1283,1283,0,0
"CANSIM","Quebec","Male","2006","[100,max[",111,111,0,0
"CANSIM","Quebec","Female","2006","All",3854013,3010211,1,-21.8941140053238
"CANSIM","Quebec","Female","2006","[20,25[",242599,242599,0,0
"CANSIM","Quebec","Female","2006","[25,30[",259104,259104,0,0
"CANSIM","Quebec","Female","2006","[30,35[",237903,237903,0,0
"CANSIM","Quebec","Female","2006","[35,40[",253067,253067,0,0
"CANSIM","Quebec","Female","2006","[40,45[",310890,310890,0,0
"CANSIM","Quebec","Female","2006","[45,50[",323315,323315,0,0
"CANSIM","Quebec","Female","2006","[50,55[",295820,295820,0,0
"CANSIM","Quebec","Female","2006","[55,60[",262579,262579,0,0
"CANSIM","Quebec","Female","2006","[60,65[",217980,217980,0,0
"CANSIM","Quebec","Female","2006","[65,70[",162415,162415,0,0
"CANSIM","Quebec","Female","2006","[70,75[",141927,141927,0,0
"CANSIM","Quebec","Female","2006","[75,80[",124790,124790,0,0
"CANSIM","Quebec","Female","2006","[80,85[",95236,95236,0,0
"CANSIM","Quebec","Female","2006","[85,90[",54058,54058,0,0
"CANSIM","Quebec","Female","2006","[90,95[",22095,22095,0,0
"CANSIM","Quebec","Female","2006","[95,100[",5695,5695,0,0
"CANSIM","Quebec","Female","2006","[100,max[",738,738,0,0
"CANSIM","Ontario","All","2006","All",12661878,9538109,2,-24.6706610188473
"CANSIM","Ontario","All","2006","[20,25[",873578,873578,1,0
"CANSIM","Ontario","All","2006","[25,30[",829300,829300,1,0
"CANSIM","Ontario","All","2006","[30,35[",867356,867356,1,0
"CANSIM","Ontario","All","2006","[35,40[",942137,942137,1,0
"CANSIM","Ontario","All","2006","[40,45[",1087451,1087451,1,0
"CANSIM","Ontario","All","2006","[45,50[",1024342,1024342,1,0
"CANSIM","Ontario","All","2006","[50,55[",887843,887843,1,0
"CANSIM","Ontario","All","2006","[55,60[",782581,782581,1,0
"CANSIM","Ontario","All","2006","[60,65[",591893,591893,1,0
"CANSIM","Ontario","All","2006","[65,70[",468309,468309,1,0
"CANSIM","Ontario","All","2006","[70,75[",400991,400991,1,0
"CANSIM","Ontario","All","2006","[75,80[",339814,339814,1,0
"CANSIM","Ontario","All","2006","[80,85[",250967,250967,1,0
"CANSIM","Ontario","All","2006","[85,90[",128753,128753,1,0
"CANSIM","Ontario","All","2006","[90,95[",49615,49615,1,0
"CANSIM","Ontario","All","2006","[95,100[",11495,11495,1,0
"CANSIM","Ontario","All","2006","[100,max[",1684,1684,1,0
"CANSIM","Ontario","Male","2006","All",6251923,4652244,1,-25.5869913944877
"CANSIM","Ontario","Male","2006","[20,25[",445849,445849,0,0
"CANSIM","Ontario","Male","2006","[25,30[",411786,411786,0,0
"CANSIM","Ontario","Male","2006","[30,35[",430200,430200,0,0
"CANSIM","Ontario","Male","2006","[35,40[",472990,472990,0,0
"CANSIM","Ontario","Male","2006","[40,45[",548300,548300,0,0
"CANSIM","Ontario","Male","2006","[45,50[",514603,514603,0,0
"CANSIM","Ontario","Male","2006","[50,55[",438161,438161,0,0
"CANSIM","Ontario","Male","2006","[55,60[",384988,384988,0,0
"CANSIM","Ontario","Male","2006","[60,65[",289465,289465,0,0
"CANSIM","Ontario","Male","2006","[65,70[",222844,222844,0,0
"CANSIM","Ontario","Male","2006","[70,75[",185798,185798,0,0
"CANSIM","Ontario","Male","2006","[75,80[",149895,149895,0,0
"CANSIM","Ontario","Male","2006","[80,85[",97562,97562,0,0
"CANSIM","Ontario","Male","2006","[85,90[",43564,43564,0,0
"CANSIM","Ontario","Male","2006","[90,95[",13683,13683,0,0
"CANSIM","Ontario","Male","2006","[95,100[",2304,2304,0,0
"CANSIM","Ontario","Male","2006","[100,max[",252,252,0,0
"CANSIM","Ontario","Female","2006","All",6409955,4885865,1,-23.776921990872
"CANSIM","Ontario","Female","2006","[20,25[",427729,427729,0,0
"CANSIM","Ontario","Female","2006","[25,30[",417514,417514,0,0
"CANSIM","Ontario","Female","2006","[30,35[",437156,437156,0,0
"CANSIM","Ontario","Female","2006","[35,40[",469147,469147,0,0
"CANSIM","Ontario","Female","2006","[40,45[",539151,539151,0,0
"CANSIM","Ontario","Female","2006","[45,50[",509739,509739,0,0
"CANSIM","Ontario","Female","2006","[50,55[",449682,449682,0,0
"CANSIM","Ontario","Female","2006","[55,60[",397593,397593,0,0
"CANSIM","Ontario","Female","2006","[60,65[",302428,302428,0,0
"CANSIM","Ontario","Female","2006","[65,70[",245465,245465,0,0
"CANSIM","Ontario","Female","2006","[70,75[",215193,215193,0,0
"CANSIM","Ontario","Female","2006","[75,80[",189919,189919,0,0
"CANSIM","Ontario","Female","2006","[80,85[",153405,153405,0,0
"CANSIM","Ontario","Female","2006","[85,90[",85189,85189,0,0
"CANSIM","Ontario","Female","2006","[90,95[",35932,35932,0,0
"CANSIM","Ontario","Female","2006","[95,100[",9191,9191,0,0
"CANSIM","Ontario","Female","2006","[100,max[",1432,1432,0,0
"CANSIM","Manitoba","All","2006","All",1183562,867849,2,-26.6748172043374
"CANSIM","Manitoba","All","2006","[20,25[",83426,83426,1,0
"CANSIM","Manitoba","All","2006","[25,30[",76461,76461,1,0
"CANSIM","Manitoba","All","2006","[30,35[",75389,75389,1,0
"CANSIM","Manitoba","All","2006","[35,40[",77070,77070,1,0
"CANSIM","Manitoba","All","2006","[40,45[",91089,91089,1,0
"CANSIM","Manitoba","All","2006","[45,50[",92362,92362,1,0
"CANSIM","Manitoba","All","2006","[50,55[",83337,83337,1,0
"CANSIM","Manitoba","All","2006","[55,60[",72384,72384,1,0
"CANSIM","Manitoba","All","2006","[60,65[",54515,54515,1,0
"CANSIM","Manitoba","All","2006","[65,70[",42207,42207,1,0
"CANSIM","Manitoba","All","2006","[70,75[",36566,36566,1,0
"CANSIM","Manitoba","All","2006","[75,80[",32662,32662,1,0
"CANSIM","Manitoba","All","2006","[80,85[",26344,26344,1,0
"CANSIM","Manitoba","All","2006","[85,90[",15354,15354,1,0
"CANSIM","Manitoba","All","2006","[90,95[",6778,6778,1,0
"CANSIM","Manitoba","All","2006","[95,100[",1644,1644,1,0
"CANSIM","Manitoba","All","2006","[100,max[",261,261,1,0
"CANSIM","Manitoba","Male","2006","All",588399,426569,1,-27.5034457910364
"CANSIM","Manitoba","Male","2006","[20,25[",42987,42987,0,0
"CANSIM","Manitoba","Male","2006","[25,30[",38959,38959,0,0
"CANSIM","Manitoba","Male","2006","[30,35[",38379,38379,0,0
"CANSIM","Manitoba","Male","2006","[35,40[",39096,39096,0,0
"CANSIM","Manitoba","Male","2006","[40,45[",46068,46068,0,0
"CANSIM","Manitoba","Male","2006","[45,50[",47328,47328,0,0
"CANSIM","Manitoba","Male","2006","[50,55[",41872,41872,0,0
"CANSIM","Manitoba","Male","2006","[55,60[",35898,35898,0,0
"CANSIM","Manitoba","Male","2006","[60,65[",27024,27024,0,0
"CANSIM","Manitoba","Male","2006","[65,70[",20213,20213,0,0
"CANSIM","Manitoba","Male","2006","[70,75[",16981,16981,0,0
"CANSIM","Manitoba","Male","2006","[75,80[",14152,14152,0,0
"CANSIM","Manitoba","Male","2006","[80,85[",10163,10163,0,0
"CANSIM","Manitoba","Male","2006","[85,90[",5193,5193,0,0
"CANSIM","Manitoba","Male","2006","[90,95[",1889,1889,0,0
"CANSIM","Manitoba","Male","2006","[95,100[",323,323,0,0
"CANSIM","Manitoba","Male","2006","[100,max[",44,44,0,0
"CANSIM","Manitoba","Female","2006","All",595163,441280,1,-25.8556059432458
"CANSIM","Manitoba","Female","2006","[20,25[",40439,40439,0,0
"CANSIM","Manitoba","Female","2006","[25,30[",37502,37502,0,0
"CANSIM","Manitoba","Female","2006","[30,35[",37010,37010,0,0
"CANSIM","Manitoba","Female","2006","[35,40[",37974,37974,0,0
"CANSIM","Manitoba","Female","2006","[40,45[",45021,45021,0,0
"CANSIM","Manitoba","Female","2006","[45,50[",45034,45034,0,0
"CANSIM","Manitoba","Female","2006","[50,55[",41465,41465,0,0
"CANSIM","Manitoba","Female","2006","[55,60[",36486,36486,0,0
"CANSIM","Manitoba","Female","2006","[60,65[",27491,27491,0,0
"CANSIM","Manitoba","Female","2006","[65,70[",21994,21994,0,0
"CANSIM","Manitoba","Female","2006","[70,75[",19585,19585,0,0
"CANSIM","Manitoba","Female","2006","[75,80[",18510,18510,0,0
"CANSIM","Manitoba","Female","2006","[80,85[",16181,16181,0,0
"CANSIM","Manitoba","Female","2006","[85,90[",10161,10161,0,0
"CANSIM","Manitoba","Female","2006","[90,95[",4889,4889,0,0
"CANSIM","Manitoba","Female","2006","[95,100[",1321,1321,0,0
"CANSIM","Manitoba","Female","2006","[100,max[",217,217,0,0
"CANSIM","Saskatchewan","All","2006","All",992314,724759,2,-26.9627355857118
"CANSIM","Saskatchewan","All","2006","[20,25[",72662,72662,1,0
"CANSIM","Saskatchewan","All","2006","[25,30[",63985,63985,1,0
"CANSIM","Saskatchewan","All","2006","[30,35[",57958,57958,1,0
"CANSIM","Saskatchewan","All","2006","[35,40[",58683,58683,1,0
"CANSIM","Saskatchewan","All","2006","[40,45[",73219,73219,1,0
"CANSIM","Saskatchewan","All","2006","[45,50[",76203,76203,1,0
"CANSIM","Saskatchewan","All","2006","[50,55[",70657,70657,1,0
"CANSIM","Saskatchewan","All","2006","[55,60[",58372,58372,1,0
"CANSIM","Saskatchewan","All","2006","[60,65[",44046,44046,1,0
"CANSIM","Saskatchewan","All","2006","[65,70[",37111,37111,1,0
"CANSIM","Saskatchewan","All","2006","[70,75[",33647,33647,1,0
"CANSIM","Saskatchewan","All","2006","[75,80[",30456,30456,1,0
"CANSIM","Saskatchewan","All","2006","[80,85[",24024,24024,1,0
"CANSIM","Saskatchewan","All","2006","[85,90[",14969,14969,1,0
"CANSIM","Saskatchewan","All","2006","[90,95[",6782,6782,1,0
"CANSIM","Saskatchewan","All","2006","[95,100[",1752,1752,1,0
"CANSIM","Saskatchewan","All","2006","[100,max[",233,233,1,0
"CANSIM","Saskatchewan","Male","2006","All",491574,354259,1,-27.9337393759637
"CANSIM","Saskatchewan","Male","2006","[20,25[",36874,36874,0,0
"CANSIM","Saskatchewan","Male","2006","[25,30[",32285,32285,0,0
"CANSIM","Saskatchewan","Male","2006","[30,35[",29190,29190,0,0
"CANSIM","Saskatchewan","Male","2006","[35,40[",29512,29512,0,0
"CANSIM","Saskatchewan","Male","2006","[40,45[",36535,36535,0,0
"CANSIM","Saskatchewan","Male","2006","[45,50[",38133,38133,0,0
"CANSIM","Saskatchewan","Male","2006","[50,55[",35541,35541,0,0
"CANSIM","Saskatchewan","Male","2006","[55,60[",29289,29289,0,0
"CANSIM","Saskatchewan","Male","2006","[60,65[",21914,21914,0,0
"CANSIM","Saskatchewan","Male","2006","[65,70[",17919,17919,0,0
"CANSIM","Saskatchewan","Male","2006","[70,75[",15929,15929,0,0
"CANSIM","Saskatchewan","Male","2006","[75,80[",13753,13753,0,0
"CANSIM","Saskatchewan","Male","2006","[80,85[",9784,9784,0,0
"CANSIM","Saskatchewan","Male","2006","[85,90[",5171,5171,0,0
"CANSIM","Saskatchewan","Male","2006","[90,95[",1959,1959,0,0
"CANSIM","Saskatchewan","Male","2006","[95,100[",420,420,0,0
"CANSIM","Saskatchewan","Male","2006","[100,max[",51,51,0,0
"CANSIM","Saskatchewan","Female","2006","All",500740,370500,1,-26.0095059312218
"CANSIM","Saskatchewan","Female","2006","[20,25[",35788,35788,0,0
"CANSIM","Saskatchewan","Female","2006","[25,30[",31700,31700,0,0
"CANSIM","Saskatchewan","Female","2006","[30,35[",28768,28768,0,0
"CANSIM","Saskatchewan","Female","2006","[35,40[",29171,29171,0,0
"CANSIM","Saskatchewan","Female","2006","[40,45[",36684,36684,0,0
"CANSIM","Saskatchewan","Female","2006","[45,50[",38070,38070,0,0
"CANSIM","Saskatchewan","Female","2006","[50,55[",35116,35116,0,0
"CANSIM","Saskatchewan","Female","2006","[55,60[",29083,29083,0,0
"CANSIM","Saskatchewan","Female","2006","[60,65[",22132,22132,0,0
"CANSIM","Saskatchewan","Female","2006","[65,70[",19192,19192,0,0
"CANSIM","Saskatchewan","Female","2006","[70,75[",17718,17718,0,0
"CANSIM","Saskatchewan","Female","2006","[75,80[",16703,16703,0,0
"CANSIM","Saskatchewan","Female","2006","[80,85[",14240,14240,0,0
"CANSIM","Saskatchewan","Female","2006","[85,90[",9798,9798,0,0
"CANSIM","Saskatchewan","Female","2006","[90,95[",4823,4823,0,0
"CANSIM","Saskatchewan","Female","2006","[95,100[",1332,1332,0,0
"CANSIM","Saskatchewan","Female","2006","[100,max[",182,182,0,0
"CANSIM","Alberta","All","2006","All",3421434,2527597,2,-26.1246307834668
"CANSIM","Alberta","All","2006","[20,25[",272190,272190,1,0
"CANSIM","Alberta","All","2006","[25,30[",264875,264875,1,0
"CANSIM","Alberta","All","2006","[30,35[",253369,253369,1,0
"CANSIM","Alberta","All","2006","[35,40[",251645,251645,1,0
"CANSIM","Alberta","All","2006","[40,45[",279946,279946,1,0
"CANSIM","Alberta","All","2006","[45,50[",281379,281379,1,0
"CANSIM","Alberta","All","2006","[50,55[",242096,242096,1,0
"CANSIM","Alberta","All","2006","[55,60[",191353,191353,1,0
"CANSIM","Alberta","All","2006","[60,65[",135989,135989,1,0
"CANSIM","Alberta","All","2006","[65,70[",103101,103101,1,0
"CANSIM","Alberta","All","2006","[70,75[",86929,86929,1,0
"CANSIM","Alberta","All","2006","[75,80[",71841,71841,1,0
"CANSIM","Alberta","All","2006","[80,85[",50526,50526,1,0
"CANSIM","Alberta","All","2006","[85,90[",28168,28168,1,0
"CANSIM","Alberta","All","2006","[90,95[",11121,11121,1,0
"CANSIM","Alberta","All","2006","[95,100[",2706,2706,1,0
"CANSIM","Alberta","All","2006","[100,max[",363,363,1,0
"CANSIM","Alberta","Male","2006","All",1736835,1276310,1,-26.515184228784
"CANSIM","Alberta","Male","2006","[20,25[",142412,142412,0,0
"CANSIM","Alberta","Male","2006","[25,30[",138422,138422,0,0
"CANSIM","Alberta","Male","2006","[30,35[",131648,131648,0,0
"CANSIM","Alberta","Male","2006","[35,40[",130135,130135,0,0
"CANSIM","Alberta","Male","2006","[40,45[",142764,142764,0,0
"CANSIM","Alberta","Male","2006","[45,50[",143672,143672,0,0
"CANSIM","Alberta","Male","2006","[50,55[",123702,123702,0,0
"CANSIM","Alberta","Male","2006","[55,60[",96914,96914,0,0
"CANSIM","Alberta","Male","2006","[60,65[",68035,68035,0,0
"CANSIM","Alberta","Male","2006","[65,70[",50364,50364,0,0
"CANSIM","Alberta","Male","2006","[70,75[",41459,41459,0,0
"CANSIM","Alberta","Male","2006","[75,80[",32836,32836,0,0
"CANSIM","Alberta","Male","2006","[80,85[",20311,20311,0,0
"CANSIM","Alberta","Male","2006","[85,90[",9843,9843,0,0
"CANSIM","Alberta","Male","2006","[90,95[",3122,3122,0,0
"CANSIM","Alberta","Male","2006","[95,100[",610,610,0,0
"CANSIM","Alberta","Male","2006","[100,max[",61,61,0,0
"CANSIM","Alberta","Female","2006","All",1684599,1251287,1,-25.7219670675336
"CANSIM","Alberta","Female","2006","[20,25[",129778,129778,0,0
"CANSIM","Alberta","Female","2006","[25,30[",126453,126453,0,0
"CANSIM","Alberta","Female","2006","[30,35[",121721,121721,0,0
"CANSIM","Alberta","Female","2006","[35,40[",121510,121510,0,0
"CANSIM","Alberta","Female","2006","[40,45[",137182,137182,0,0
"CANSIM","Alberta","Female","2006","[45,50[",137707,137707,0,0
"CANSIM","Alberta","Female","2006","[50,55[",118394,118394,0,0
"CANSIM","Alberta","Female","2006","[55,60[",94439,94439,0,0
"CANSIM","Alberta","Female","2006","[60,65[",67954,67954,0,0
"CANSIM","Alberta","Female","2006","[65,70[",52737,52737,0,0
"CANSIM","Alberta","Female","2006","[70,75[",45470,45470,0,0
"CANSIM","Alberta","Female","2006","[75,80[",39005,39005,0,0
"CANSIM","Alberta","Female","2006","[80,85[",30215,30215,0,0
"CANSIM","Alberta","Female","2006","[85,90[",18325,18325,0,0
"CANSIM","Alberta","Female","2006","[90,95[",7999,7999,0,0
"CANSIM","Alberta","Female","2006","[95,100[",2096,2096,0,0
"CANSIM","Alberta","Female","2006","[100,max[",302,302,0,0
"CANSIM","British Columbia","All","2006","All",4241794,3272414,2,-22.8530664148235
"CANSIM","British Columbia","All","2006","[20,25[",291358,291358,1,0
"CANSIM","British Columbia","All","2006","[25,30[",274571,274571,1,0
"CANSIM","British Columbia","All","2006","[30,35[",273329,273329,1,0
"CANSIM","British Columbia","All","2006","[35,40[",305557,305557,1,0
"CANSIM","British Columbia","All","2006","[40,45[",348007,348007,1,0
"CANSIM","British Columbia","All","2006","[45,50[",348908,348908,1,0
"CANSIM","British Columbia","All","2006","[50,55[",322902,322902,1,0
"CANSIM","British Columbia","All","2006","[55,60[",290278,290278,1,0
"CANSIM","British Columbia","All","2006","[60,65[",217957,217957,1,0
"CANSIM","British Columbia","All","2006","[65,70[",170186,170186,1,0
"CANSIM","British Columbia","All","2006","[70,75[",143234,143234,1,0
"CANSIM","British Columbia","All","2006","[75,80[",120422,120422,1,0
"CANSIM","British Columbia","All","2006","[80,85[",89697,89697,1,0
"CANSIM","British Columbia","All","2006","[85,90[",50448,50448,1,0
"CANSIM","British Columbia","All","2006","[90,95[",20171,20171,1,0
"CANSIM","British Columbia","All","2006","[95,100[",4755,4755,1,0
"CANSIM","British Columbia","All","2006","[100,max[",634,634,1,0
"CANSIM","British Columbia","Male","2006","All",2101387,1600232,1,-23.8487722632718
"CANSIM","British Columbia","Male","2006","[20,25[",148091,148091,0,0
"CANSIM","British Columbia","Male","2006","[25,30[",136497,136497,0,0
"CANSIM","British Columbia","Male","2006","[30,35[",135672,135672,0,0
"CANSIM","British Columbia","Male","2006","[35,40[",152106,152106,0,0
"CANSIM","British Columbia","Male","2006","[40,45[",173227,173227,0,0
"CANSIM","British Columbia","Male","2006","[45,50[",171537,171537,0,0
"CANSIM","British Columbia","Male","2006","[50,55[",159269,159269,0,0
"CANSIM","British Columbia","Male","2006","[55,60[",143857,143857,0,0
"CANSIM","British Columbia","Male","2006","[60,65[",108402,108402,0,0
"CANSIM","British Columbia","Male","2006","[65,70[",83335,83335,0,0
"CANSIM","British Columbia","Male","2006","[70,75[",69933,69933,0,0
"CANSIM","British Columbia","Male","2006","[75,80[",55832,55832,0,0
"CANSIM","British Columbia","Male","2006","[80,85[",36939,36939,0,0
"CANSIM","British Columbia","Male","2006","[85,90[",18167,18167,0,0
"CANSIM","British Columbia","Male","2006","[90,95[",6102,6102,0,0
"CANSIM","British Columbia","Male","2006","[95,100[",1141,1141,0,0
"CANSIM","British Columbia","Male","2006","[100,max[",125,125,0,0
"CANSIM","British Columbia","Female","2006","All",2140407,1672182,1,-21.8755124609478
"CANSIM","British Columbia","Female","2006","[20,25[",143267,143267,0,0
"CANSIM","British Columbia","Female","2006","[25,30[",138074,138074,0,0
"CANSIM","British Columbia","Female","2006","[30,35[",137657,137657,0,0
"CANSIM","British Columbia","Female","2006","[35,40[",153451,153451,0,0
"CANSIM","British Columbia","Female","2006","[40,45[",174780,174780,0,0
"CANSIM","British Columbia","Female","2006","[45,50[",177371,177371,0,0
"CANSIM","British Columbia","Female","2006","[50,55[",163633,163633,0,0
"CANSIM","British Columbia","Female","2006","[55,60[",146421,146421,0,0
"CANSIM","British Columbia","Female","2006","[60,65[",109555,109555,0,0
"CANSIM","British Columbia","Female","2006","[65,70[",86851,86851,0,0
"CANSIM","British Columbia","Female","2006","[70,75[",73301,73301,0,0
"CANSIM","British Columbia","Female","2006","[75,80[",64590,64590,0,0
"CANSIM","British Columbia","Female","2006","[80,85[",52758,52758,0,0
"CANSIM","British Columbia","Female","2006","[85,90[",32281,32281,0,0
"CANSIM","British Columbia","Female","2006","[90,95[",14069,14069,0,0
"CANSIM","British Columbia","Female","2006","[95,100[",3614,3614,0,0
"CANSIM","British Columbia","Female","2006","[100,max[",509,509,0,0
"CANSIM","All","All","2007","All",32889025,24963480,3,-24.0978411491371
"CANSIM","All","All","2007","[20,25[",2261331,2252812,2,-0.376725034946233
"CANSIM","All","All","2007","[25,30[",2224627,2216058,2,-0.385188168623324
"CANSIM","All","All","2007","[30,35[",2182174,2174218,2,-0.364590541359213
"CANSIM","All","All","2007","[35,40[",2307137,2298884,2,-0.357716078412335
"CANSIM","All","All","2007","[40,45[",2641231,2632762,2,-0.320645941229677
"CANSIM","All","All","2007","[45,50[",2711672,2703148,2,-0.314344802763756
"CANSIM","All","All","2007","[50,55[",2458231,2450967,2,-0.295497046453324
"CANSIM","All","All","2007","[55,60[",2111816,2106190,2,-0.266405785352512
"CANSIM","All","All","2007","[60,65[",1716024,1712365,2,-0.213225456054228
"CANSIM","All","All","2007","[65,70[",1284639,1282572,2,-0.160901233731811
"CANSIM","All","All","2007","[70,75[",1049111,1047729,2,-0.131730579509699
"CANSIM","All","All","2007","[75,80[",891561,890606,2,-0.107115497425302
"CANSIM","All","All","2007","[80,85[",650796,650290,2,-0.0777509388502695
"CANSIM","All","All","2007","[85,90[",366994,366732,2,-0.0713908129288217
"CANSIM","All","All","2007","[90,95[",139597,139504,2,-0.0666203428440439
"CANSIM","All","All","2007","[95,100[",33998,33964,2,-0.100005882698982
